Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	tree_length
3420	-83.41178	-244.6305	161.2187	0.246831	0.0329689	0.00995877	0.0269794	0.0169414	0.0246931	0.00697772	0.115291	0.00169397	0.00932671	0.0396625	0.0287874	0.00234045	0.0415075	0.00212342	0.0627616	0.00905368	0.000911874	0.025388	0.0198574	0.0077285	0.00361537	0.0321432	0.0171231	0.00303719	0.0059153	0.00292384	0.00143771	0.00241191	0.00559856	0.0183987	0.0116005	0.00111806	0.00537396	0.00151932	0.013426	0.0733491	0.00167083	0.0239932	0.0572327	0.0140698	0.0140109	0.0128245	0.0279388	0.0225741	0.110685	0.0604829	0.0153043	0.00749022	0.0797428	0.00570273	0.00825136	0.0386276	0.00902996	0.0556262	0.00229275	0.0610655	0.0392348	0.00512213	0.0677459	0.0324548	0.0319363	0.205211	0.0153671	0.0815341	0.000963842	0.00122436	0.0427265	0.0793805	0.0733686	0.0270162	0.0117483	0.000561557	0.00407349	0.00240727	0.0322455	0.012406	0.00678627	0.0291272	0.0822569	0.00590193	0.0144584	0.0280657	0.0120005	0.0102417	0.00710637	0.0252469	0.000400438	0.0160241	0.0227507	0.0206862	0.00877409	0.0259851	0.383714	0.626786	0.86438	1.1569	1.59544	2.60611	0.6925978	0.0934281	0.0124791	0.0037695	0.010212	0.00641248	0.0093466	0.00264114	0.0436389	0.000641185	0.00353026	0.0150127	0.0108963	0.000885887	0.015711	0.000803736	0.0237559	0.00342691	0.000345154	0.00960962	0.00751623	0.00292532	0.00136846	0.0121665	0.00648127	0.00114961	0.002239	0.00110671	0.000544188	0.000912935	0.00211911	0.0069641	0.00439092	0.000423197	0.0020341	0.000575077	0.00508188	0.0277634	0.000632427	0.00908168	0.0216632	0.00532558	0.00530329	0.00485421	0.0105751	0.00854455	0.0418955	0.0228934	0.00579284	0.00283513	0.0301835	0.00215855	0.00312323	0.014621	0.00341794	0.0210551	0.000867831	0.0231139	0.0148508	0.00193878	0.0256425	0.0122845	0.0120882	0.0776745	0.0058166	0.0308615	0.000364825	0.000463435	0.0161725	0.0300464	0.0277708	0.0102259	0.00444687	0.000212555	0.00154186	0.000911177	0.0122053	0.0046958	0.00256868	0.011025	0.0311351	0.00223394	0.00547267	0.0106232	0.00454233	0.0038766	0.00268984	0.00955623	0.00015157	0.0060653	0.00861138	0.00782996	0.00332109	0.00983562	2.641933
3456	-89.43432	-252.7282	163.2939	0.0890098	0.0630757	0.0128791	0.0063154	0.0217743	0.00294037	0.0533435	0.0674742	0.000331629	0.019978	0.0192715	0.00477113	0.00277556	0.0485242	0.0040733	0.0166078	0.0213948	0.0228386	0.00678423	0.0105108	0.00254769	0.00179825	0.0234649	0.00382162	0.00401181	0.00956406	0.00787823	0.00169765	0.00259318	0.00150599	0.00520858	0.00714514	0.0023845	0.000963922	0.00279317	0.0036038	0.0259027	0.0043269	0.0384279	0.00788087	0.00826421	0.00272999	0.00230208	0.0232921	0.0196792	0.0158751	0.0293879	0.0419025	0.00511571	0.0389909	0.00396008	0.00440022	0.0306939	0.00408928	0.0318499	0.00258467	0.0541713	0.0147022	0.0156964	0.0348476	0.039982	0.0139084	0.142332	0.0102857	0.0114295	0.000995873	0.00248635	0.00539662	0.0191348	0.0131348	0.0710447	7.63983e-05	0.000520534	0.00289596	0.0124208	0.0214959	0.0103736	0.00449675	0.0128383	0.0667162	0.0202564	0.015454	0.0385056	0.00679483	0.0234399	0.0272536	0.00141724	0.0028248	0.00267664	0.0238971	0.00372953	0.013153	0.00971722	0.898332	0.949054	0.983819	1.01645	1.05368	1.11317	0.07752449	0.0527367	0.0373712	0.00763065	0.00374176	0.0129009	0.00174211	0.031605	0.0399773	0.000196484	0.0118366	0.011418	0.00282681	0.00164447	0.0287497	0.00241336	0.00983982	0.012676	0.0135314	0.00401953	0.00622748	0.00150946	0.00106543	0.0139025	0.00226424	0.00237692	0.00566653	0.00466771	0.00100583	0.00153641	0.00089227	0.00308599	0.00423336	0.00141277	0.000571106	0.0016549	0.00213519	0.0153469	0.00256361	0.0227678	0.00466927	0.00489639	0.00161747	0.00136394	0.0138001	0.0116596	0.00940568	0.0174118	0.0248265	0.00303096	0.0231014	0.00234628	0.00260705	0.0181856	0.00242283	0.0188705	0.00153137	0.0320955	0.0087108	0.00929982	0.0206466	0.0236886	0.00824045	0.0843292	0.00609408	0.00677179	0.000590036	0.00147312	0.0031974	0.011337	0.00778216	0.0420927	4.52646e-05	0.000308407	0.0017158	0.00735912	0.0127359	0.00614616	0.00266424	0.00760647	0.0395282	0.0120016	0.00915622	0.0228139	0.00402581	0.0138877	0.0161473	0.000839687	0.00167364	0.00158586	0.0141586	0.00220968	0.00779293	0.00575727	1.687816
3492	-95.97799	-257.3296	161.3516	0.162294	0.00440449	0.0264941	0.0203357	0.0724563	0.0126667	0.0112908	0.0537829	0.014015	0.000202159	0.0143508	0.00837442	0.0344656	0.0016118	0.00038165	0.0277253	0.129359	5.65611e-05	0.012566	0.0588404	0.0120578	0.0156721	0.0327319	0.0351581	0.00474388	0.0115031	0.0140994	0.0492348	0.0292449	0.00100074	0.00947201	0.0494092	0.00322518	0.0123076	0.0158617	0.00863105	0.0443065	0.00356637	0.0128848	0.00223826	0.00905403	0.00133822	0.00543415	0.004276	0.0629073	0.0874044	0.0232463	0.0803856	0.00145245	0.107333	0.012135	0.0834971	0.00963605	0.0620293	0.0314904	0.083576	0.0277014	0.0835679	0.137828	0.0152936	0.137463	0.0266473	0.0604977	0.013228	0.0123178	0.0143881	0.000483871	0.0303145	0.0280347	0.119213	0.00316784	0.000206522	0.0105606	0.00233448	0.00879267	0.00347005	0.00149524	0.0439408	0.0280773	0.100856	0.00084386	0.00855483	0.00273233	0.0186995	0.0232387	0.0104125	0.0313333	0.0409984	0.0620244	0.0238186	0.00369794	0.00721411	0.0190548	0.756643	0.87284	0.958457	1.04334	1.14569	1.32163	0.2016379	0.0567318	0.00153964	0.00926134	0.00710858	0.025328	0.00442779	0.00394682	0.0188005	0.00489911	7.0667e-05	0.0050165	0.00292738	0.0120479	0.000563423	0.00013341	0.00969172	0.0452189	1.97716e-05	0.00439261	0.0205684	0.00421494	0.00547838	0.0114418	0.0122899	0.00165828	0.00402106	0.00492862	0.0172106	0.0102229	0.00034982	0.00331106	0.0172716	0.0011274	0.00430229	0.00554466	0.00301709	0.0154879	0.00124667	0.00450405	0.00078241	0.00316494	0.000467791	0.00189957	0.00149473	0.02199	0.0305533	0.00812601	0.0280998	0.00050772	0.0375197	0.00424195	0.0291874	0.0033684	0.0216831	0.0110078	0.029215	0.00968336	0.0292122	0.0481793	0.00534605	0.0480518	0.00931489	0.0211477	0.00462399	0.00430585	0.00502954	0.000169143	0.0105968	0.00979988	0.0416723	0.00110736	7.21922e-05	0.00369158	0.000816047	0.00307359	0.001213	0.000522679	0.01536	0.00981476	0.0352555	0.000294982	0.00299045	0.00095512	0.00653664	0.00812336	0.00363982	0.0109529	0.0143315	0.0216814	0.00832608	0.00129266	0.00252178	0.00666083	2.860721
3528	-87.7374	-250.4179	162.6805	0.126678	0.00293321	0.0364445	0.0107774	0.0405623	0.0031509	0.00939401	0.0663306	0.020785	0.00135416	0.000547683	0.0049081	0.0108627	0.0214928	0.000306148	0.0262006	0.0838048	0.00371993	0.0129592	0.00721804	0.00267047	0.000379869	0.00488027	0.0502368	0.0144254	0.0152844	0.0153781	0.0252088	0.0584702	0.00291263	0.010922	0.0230532	0.0187334	0.000554342	0.00725012	0.0122859	0.0243043	0.000282498	0.0310619	0.000435089	0.000168033	0.0112596	0.00216715	0.00879573	0.0102015	0.070601	0.00515387	0.0318214	0.00257893	0.0210445	0.0331744	0.0508024	0.0112877	0.000888227	0.0230643	0.0123709	0.0187596	0.0711067	0.0539793	0.00819034	0.0869571	0.00453917	0.0113721	0.0103494	0.00389599	0.00388226	0.000621345	0.0238989	0.0378493	0.0610384	0.010286	0.00273122	0.0282867	0.00786261	0.0116949	0.00362317	0.0137021	0.0275949	0.0145197	0.0389324	0.00405819	0.000955299	0.0070132	0.0148916	0.00511848	0.0143755	0.0484665	0.0183155	0.0144543	0.00838833	0.0703326	0.080571	0.0201716	0.674115	0.825037	0.941762	1.06184	1.21207	1.48343	0.2851453	0.0643908	0.00149097	0.0185249	0.00547822	0.020618	0.00160162	0.00477502	0.0337161	0.0105651	0.000688325	0.00027839	0.00249481	0.00552156	0.0109249	0.000155617	0.0133179	0.0425983	0.00189086	0.0065872	0.00366896	0.00135741	0.000193089	0.00248066	0.0255356	0.00733251	0.00776914	0.00781675	0.0128138	0.0297207	0.0014805	0.0055517	0.011718	0.00952226	0.000281775	0.00368527	0.006245	0.012354	0.000143595	0.0157889	0.000221158	8.54119e-05	0.00572328	0.00110157	0.00447091	0.00518548	0.0358868	0.00261973	0.016175	0.00131088	0.010697	0.0168627	0.0258231	0.00573757	0.00045149	0.0117237	0.00628818	0.00953558	0.0361438	0.0274379	0.00416318	0.0442007	0.00230728	0.00578051	0.00526066	0.00198035	0.00197337	0.000315832	0.0121479	0.019239	0.0310261	0.00522844	0.00138829	0.0143782	0.0039966	0.00594455	0.00184168	0.00696484	0.0140266	0.00738044	0.0197895	0.0020628	0.000485583	0.00356484	0.00756948	0.00260175	0.00730711	0.0246357	0.00930985	0.00734719	0.00426382	0.0357504	0.0409546	0.0102533	1.967325
3564	-95.77276	-259.0134	163.2407	0.0629115	0.0161374	0.00900304	0.00990181	0.00929854	0.00504379	0.0283801	0.0375495	0.00408201	0.0251255	0.00169765	0.00437586	0.012024	0.00715735	0.00373806	0.0333669	0.0186286	0.00836686	0.0189107	0.00309097	0.0166292	0.000256031	0.0061573	0.00728935	0.0132786	0.000885747	0.00158542	0.0161493	0.0184255	0.0063797	0.000712921	0.00468961	0.00930023	0.00329931	0.000217602	0.0111721	0.0095501	0.00905044	0.0313401	0.000921408	0.00915594	0.0035603	0.001439	0.0168335	0.00415366	0.0163143	0.0158759	0.000856705	0.00584149	0.0206713	0.0153429	0.0518902	0.0521401	0.00184221	0.00228504	0.0115108	0.000508087	0.00633396	0.04404	0.00270752	0.041034	0.00409715	0.0191788	0.000628211	0.00338422	0.00477771	0.00286454	0.0117	0.0117407	0.00536217	0.00538143	0.00143844	0.0158353	0.00549605	0.0221555	0.0164641	0.0195235	0.0136817	0.0104839	0.00251457	0.0109813	0.00133135	0.041201	0.00974473	0.00100353	0.00109879	0.0089402	0.00457368	0.0164139	0.00413619	0.0133711	0.0162199	0.0155631	0.311538	0.566218	0.837405	1.19417	1.7661	3.20988	0.843268	0.0555901	0.0142594	0.0079553	0.00874947	0.00821641	0.00445681	0.0250773	0.0331796	0.00360696	0.0222015	0.00150008	0.00386661	0.0106247	0.0063244	0.00330304	0.0294838	0.0164606	0.00739315	0.0167099	0.00273126	0.0146939	0.000226235	0.00544074	0.00644104	0.0117332	0.000782667	0.00140091	0.0142699	0.0162812	0.00563725	0.000629954	0.00414385	0.0082179	0.00291535	0.000192278	0.00987195	0.00843869	0.00799718	0.0276929	0.000814178	0.0080904	0.00314596	0.00127154	0.0148745	0.00367027	0.0144157	0.0140283	0.000757005	0.00516168	0.0182657	0.0135574	0.0458514	0.0460723	0.00162782	0.00201912	0.0101712	0.000448957	0.00559684	0.0389148	0.00239243	0.0362586	0.00362034	0.0169468	0.000555102	0.00299038	0.0042217	0.00253118	0.0103384	0.0103744	0.00473814	0.00475516	0.00127104	0.0139924	0.00485644	0.0195771	0.0145481	0.0172514	0.0120895	0.00926379	0.00222193	0.00970336	0.00117641	0.0364062	0.00861067	0.000886739	0.000970914	0.00789977	0.00404141	0.0145037	0.00365484	0.0118151	0.0143323	0.0137519	1.131704
3600	-99.07634	-261.9218	162.8455	0.0227799	0.007601	0.00264188	0.00176729	0.000737491	0.00165038	0.0097569	0.0151784	0.00600217	0.0133137	5.39981e-05	0.00129382	0.00105802	0.00406565	0.00590131	0.00610277	0.00969446	0.00268728	0.00362018	0.00266972	0.0093034	0.000108432	0.00520429	9.31795e-05	0.00445003	0.00419604	0.00392995	0.00348326	0.0027451	0.00386879	0.00240803	0.00241563	0.00676692	0.00361488	6.54014e-05	0.00764923	0.00192414	0.00256573	0.00316232	0.00383243	0.00321227	0.00192387	0.00393876	0.000882997	0.0101518	0.00539633	0.00461231	0.00217253	0.0047374	0.00750735	0.0011848	0.0234511	0.0136317	0.000666972	0.00118207	0.00992508	0.000318569	0.00245441	0.0217489	0.0141453	0.0146821	0.00386623	0.00870494	0.00383385	0.00700142	0.000705756	0.00335051	0.00644297	0.0105395	0.00128049	0.0153714	0.00276441	0.001037	0.00246993	0.0139879	0.00532067	0.00866398	0.0134875	0.00163617	0.00118208	0.00790731	0.00399633	0.0183194	0.00756464	0.00208455	0.000272208	0.00358697	0.00260925	0.00651351	0.00307589	0.000250112	0.00960156	0.0151615	0.0975082	0.321331	0.701743	1.42502	3.11205	10.2555	1.683173	0.0429096	0.0143177	0.00497641	0.00332899	0.00138919	0.00310877	0.0183787	0.0285909	0.0113061	0.0250785	0.000101714	0.00243713	0.00199296	0.00765831	0.0111161	0.0114956	0.0182611	0.00506193	0.0068192	0.00502886	0.0175245	0.000204249	0.00980314	0.000175519	0.00838237	0.00790393	0.0074027	0.0065613	0.00517086	0.00728751	0.00453591	0.00455025	0.0127466	0.00680922	0.000123194	0.0144086	0.00362443	0.00483297	0.00595675	0.00721902	0.00605084	0.00362392	0.0074193	0.00166327	0.0191226	0.0101649	0.00868804	0.00409231	0.00892368	0.0141413	0.00223177	0.044174	0.0256775	0.00125635	0.00222662	0.0186955	0.000600077	0.00462329	0.0409676	0.026645	0.0276561	0.00728268	0.0163972	0.00722168	0.0131883	0.00132941	0.00631123	0.0121364	0.0198529	0.00241201	0.0289546	0.00520723	0.00195335	0.00465252	0.0263485	0.0100224	0.01632	0.025406	0.00308199	0.00222665	0.0148947	0.00752775	0.0345077	0.0142492	0.00392659	0.000512748	0.00675666	0.00491495	0.0122693	0.00579394	0.000471127	0.0180861	0.0285592	0.53088
3636	-92.5225	-255.5659	163.0434	0.0287082	0.00669776	0.000351629	0.0033156	0.00359797	0.00295195	0.000194301	0.00872069	0.0043587	0.0050536	3.41988e-05	0.000224905	0.000541201	0.00352328	0.00203034	0.00603729	0.00384766	0.0044593	0.00102733	0.00607794	0.00355814	0.00185565	0.00545624	0.000476409	0.00650098	0.000869992	0.00264892	0.0030451	0.002745	0.00745818	0.00183519	0.00318608	0.0066817	0.00561895	0.000998348	0.010198	0.00154628	0.00144907	0.00379705	0.00103754	0.00148404	0.00145936	0.000356793	0.001219	0.00376282	0.00402447	0.014771	0.00304157	0.000407635	0.00702707	0.00394585	0.0199565	0.0309729	0.000674523	0.0016766	0.00288578	0.000840244	0.00681895	0.0156503	0.00912823	0.00911954	0.00178149	0.000395892	0.00292183	0.00903165	0.00119765	0.00740928	0.0028421	0.00845923	0.00244364	0.00432037	0.00416779	0.00791251	0.00135178	0.0197502	0.00323105	0.00547177	0.014633	0.000371664	0.00478695	0.00602627	0.0132451	0.0206512	0.00131941	0.00112065	0.000791138	0.00934451	0.00136663	0.0087786	0.000591305	0.00102329	0.0186443	0.00132848	0.127935	0.366839	0.731349	1.36734	2.72599	7.81648	1.486799	0.05875	0.0137066	0.000719593	0.00678521	0.00736307	0.00604102	0.000397627	0.0178465	0.00891987	0.010342	6.99863e-05	0.000460257	0.00110754	0.00721021	0.00415499	0.012355	0.00787405	0.00912574	0.00210237	0.0124382	0.00728155	0.00379749	0.0111659	0.000974948	0.0133039	0.0017804	0.00542089	0.00623165	0.00561752	0.0152628	0.00375563	0.00652017	0.0136738	0.0114989	0.00204307	0.0208698	0.00316439	0.00296544	0.00777047	0.00212327	0.00303701	0.00298651	0.00073016	0.00249462	0.00770043	0.00823589	0.0302281	0.00622443	0.000834205	0.0143806	0.008075	0.04084	0.0633846	0.00138038	0.00343109	0.00590561	0.00171952	0.0139546	0.0320275	0.0186805	0.0186627	0.00364574	0.000810174	0.00597938	0.0184828	0.00245093	0.0151627	0.00581623	0.0173114	0.00500079	0.00884143	0.00852919	0.0161926	0.00276636	0.0404178	0.00661219	0.0111977	0.0299458	0.000760593	0.00979626	0.0123325	0.0271055	0.0422616	0.00270012	0.00229337	0.00161903	0.0191231	0.00279675	0.017965	0.00121008	0.00209412	0.0381547	0.00271867	0.4886506
3672	-90.29816	-253.3776	163.0795	0.0272391	0.00344032	0.010313	0.0022475	0.00298299	0.00378696	0.0024544	0.0260716	0.00731267	0.0118419	8.07064e-05	0.00515855	0.000514147	0.0099889	0.00718822	0.0158095	0.00232552	0.000469554	0.0109908	0.00287909	0.0110415	0.00374349	0.00536932	0.00868494	0.00432757	0.000213578	0.0141291	0.00240016	0.00603361	0.00715462	0.0036986	0.00137559	0.0296033	0.00312002	0.00456178	0.00431666	0.00815014	0.00418223	0.00163639	0.00161815	0.00394297	0.00895771	0.000186933	0.00414291	0.000706152	0.0235327	0.0037574	0.00937244	0.000206013	0.00263174	0.00421716	0.0128163	0.0197652	0.005043	0.000339507	0.0238978	0.00215375	0.0043637	0.0065052	0.0126456	0.00645054	0.0229922	0.000484758	0.0052727	0.00657129	0.00512507	0.00976293	0.00353744	0.013098	0.0100744	0.00729634	0.00777305	0.0206029	0.00295993	0.00422443	0.0064768	0.00264842	0.0186779	0.00146114	0.0148449	0.00682866	0.00978584	0.0201733	0.00173855	0.00471907	0.000390288	0.0123129	0.00263523	0.0044851	0.000463405	0.00800178	0.00860839	0.00411487	0.144788	0.389662	0.74525	1.34183	2.56633	6.90663	1.397317	0.0399264	0.00504274	0.0151165	0.00329434	0.0043724	0.00555084	0.0035976	0.0382151	0.0107187	0.0173576	0.000118297	0.00756127	0.000753624	0.0146415	0.0105363	0.0231732	0.00340869	0.00068826	0.01611	0.0042201	0.0161844	0.00548711	0.00787021	0.0127302	0.00634324	0.000313057	0.02071	0.0035181	0.00884392	0.0104871	0.00542132	0.00201631	0.0433918	0.00457324	0.00668655	0.00632726	0.0119463	0.00613022	0.00239858	0.00237185	0.00577951	0.01313	0.000274002	0.00607258	0.00103506	0.0344936	0.0055075	0.0137379	0.000301969	0.00385753	0.00618141	0.0187859	0.0289714	0.0073919	0.000497641	0.0350288	0.00315691	0.0063962	0.00953516	0.0185356	0.00945504	0.0337014	0.000710546	0.00772859	0.00963203	0.00751219	0.0143103	0.00518509	0.0191987	0.0147668	0.0106948	0.0113935	0.0301992	0.0043386	0.00619206	0.00949353	0.00388199	0.0273776	0.0021417	0.0217593	0.0100093	0.0143438	0.0295696	0.00254832	0.0069171	0.000572075	0.018048	0.00386266	0.00657414	0.000679247	0.0117288	0.012618	0.00603147	0.6822328
3708	-92.96253	-256.0516	163.0891	0.157059	0.00380851	0.0246363	0.00115224	0.00414977	0.027226	0.00380492	0.0576546	0.0210046	0.00830387	0.000489255	0.0196325	0.0251114	0.010316	0.00400392	0.0123936	0.000340284	0.00182467	0.0451134	0.0021662	0.0139715	0.014045	0.0210787	0.0703649	0.013239	0.00572093	0.0187915	0.00488405	0.022416	0.0078641	0.00920742	0.0014383	0.0654646	0.00334434	0.00162129	0.00842045	0.0197389	0.0127306	0.00500192	0.0180122	0.0227448	0.00543084	0.00243134	0.0117035	0.00739992	0.0763691	0.0285396	0.0090853	0.000741124	0.0106969	0.00511525	0.0388728	0.021563	0.00798787	0.00174068	0.0168939	0.0011757	0.013974	0.000434606	0.0496728	0.0382556	0.0897066	0.000364713	0.0141714	0.0381981	0.00108359	0.020971	0.0136246	0.00681416	0.0179875	0.00105862	0.036905	0.0372173	0.00403613	0.00118701	0.0173695	0.0598814	0.00682957	0.00209431	0.00210545	0.00717004	0.0255807	0.0412854	0.00361644	0.00946525	0.00179116	0.00467295	0.00449858	0.0557128	0.000184736	0.0107011	0.0845305	0.0608412	0.87887	0.938971	0.980546	1.01984	1.065	1.13782	0.09336109	0.0862944	0.00209255	0.0135362	0.000633087	0.00228006	0.0149591	0.00209058	0.0316778	0.0115408	0.00456249	0.000268817	0.0107869	0.0137972	0.00566801	0.00219992	0.00680958	0.000186966	0.00100255	0.0247871	0.0011902	0.00767649	0.0077169	0.0115815	0.0386614	0.00727404	0.00314331	0.0103248	0.0026835	0.0123163	0.00432086	0.00505893	0.000790261	0.0359689	0.00183752	0.000890802	0.00462654	0.0108453	0.00699472	0.00274826	0.00989665	0.0124969	0.00298393	0.00133588	0.00643038	0.00406582	0.0419603	0.0156808	0.00499184	0.000407204	0.0058773	0.00281053	0.0213583	0.0118476	0.00438886	0.000956401	0.00928218	0.000645979	0.00767787	0.000238791	0.0272923	0.0210192	0.0492885	0.000200388	0.00778632	0.0209876	0.00059537	0.0115223	0.00748591	0.00374398	0.00988307	0.00058165	0.0202771	0.0204487	0.00221762	0.00065219	0.00954352	0.0329013	0.00375245	0.0011507	0.00115682	0.00393951	0.0140551	0.0226839	0.00198702	0.0052006	0.000984135	0.00256751	0.00247171	0.0306109	0.000101502	0.00587963	0.0464445	0.0334286	1.820031
3744	-87.5932	-250.2213	162.6281	0.159252	0.0292873	0.0237931	0.00122005	0.0484819	0.0197418	0.0141845	0.0375275	0.000140547	0.0124602	0.00427472	0.0256085	0.0147307	0.00191369	0.00629992	0.00612363	0.0179262	0.00233742	0.0411567	0.00487103	0.00752163	0.000292733	0.0115869	0.00791729	0.00799354	0.00161643	0.0273769	0.0126304	0.00272449	0.00669871	0.00392846	0.000386649	0.0194878	0.00369461	0.00684574	0.0536088	0.0142909	0.0501351	0.00304964	0.0460263	0.0063703	0.00878763	0.00504369	0.00095685	0.00534749	0.017627	0.0044807	0.00419441	0.0465487	0.0138559	0.00142086	0.0031511	0.000791853	0.01037	0.00144677	0.00844642	0.0212464	0.0448892	9.55737e-06	0.0137135	0.102091	0.0643093	0.012971	0.0117494	0.0649947	0.0135393	0.0208456	0.022886	0.00433525	0.00892704	0.00840478	0.0730802	0.00089554	0.0368052	0.00229179	0.0246212	0.00276402	0.0118791	0.063673	0.0524157	0.0296471	0.00873758	0.10038	0.00974155	0.0398294	0.0094142	0.00562587	0.0876538	0.000170947	0.00582677	0.0505625	0.0214139	0.0040052	0.610422	0.786052	0.927647	1.078	1.27218	1.63821	0.3569104	0.0814867	0.0149859	0.0121746	0.000624281	0.0248074	0.0101016	0.00725796	0.0192022	7.19155e-05	0.00637567	0.00218731	0.0131035	0.00753745	0.000979205	0.00322357	0.00313336	0.00917257	0.00119602	0.0210592	0.00249243	0.0038487	0.000149787	0.00592882	0.00405115	0.00409016	0.000827101	0.0140083	0.00646275	0.00139408	0.00342762	0.00201013	0.000197842	0.00997158	0.00189047	0.00350285	0.0274308	0.0073124	0.0256533	0.00156045	0.0235509	0.00325958	0.00449649	0.00258078	0.000489605	0.00273623	0.00901947	0.0022927	0.00214621	0.0238182	0.00708983	0.000727033	0.00161237	0.000405179	0.00530618	0.000740289	0.0043219	0.0108714	0.0229691	4.89035e-06	0.00701697	0.0522384	0.0329061	0.00663707	0.00601196	0.0332568	0.00692785	0.0106664	0.0117104	0.00221828	0.00456782	0.00430059	0.037394	0.000458233	0.0188326	0.00117267	0.0125983	0.00141431	0.00607836	0.0325805	0.0268203	0.0151699	0.00447088	0.0513629	0.0049846	0.0203801	0.0048171	0.00287867	0.0448511	8.74708e-05	0.00298146	0.025872	0.0109572	0.0020494	1.954331
