Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
<<<<<<< HEAD
<<<<<<< HEAD
0	-86.87706	-249.0024	162.1253	0.333807	2.298366
6	-87.56647	-249.6947	162.1282	0.3820294	2.26562
12	-79.46962	-241.8674	162.3978	0.2191149	2.196864
18	-77.15412	-239.2212	162.0671	0.3504319	2.324869
24	-86.22878	-248.4693	162.2405	0.2303522	2.290826
30	-92.21607	-255.586	163.3699	0.1352015	1.59163
36	-99.13508	-260.7679	161.6328	0.360393	2.591304
42	-90.02009	-251.6287	161.6086	0.3845516	2.591304
48	-94.35088	-257.1071	162.7562	0.7195224	1.612988
54	-91.771	-255.1293	163.3583	0.5682069	1.266857
60	-89.84639	-251.6747	161.8283	0.3386409	2.483098
66	-87.24715	-249.3536	162.1065	0.4884364	2.211127
72	-86.30538	-248.3359	162.0305	0.2114448	2.436014
78	-82.88965	-245.5085	162.6188	0.7134974	1.715519
84	-82.34087	-245.1526	162.8117	0.9621815	1.389275
90	-87.64894	-250.4013	162.7523	0.9621815	1.435223
96	-94.42568	-257.7357	163.31	0.7057669	1.191542
102	-90.32224	-252.2751	161.9529	0.8046622	2.105268
108	-89.39154	-251.789	162.3974	0.5323001	1.991367
114	-96.03397	-258.1305	162.0966	0.2152378	2.391977
120	-91.60791	-254.4325	162.8246	0.2035624	1.925269
126	-94.68753	-257.6741	162.9866	0.2735275	1.766165
132	-97.50586	-260.5698	163.0639	0.04929409	1.867504
138	-94.0924	-256.2176	162.1252	0.06218301	2.470295
144	-91.65117	-254.3011	162.6499	0.5090224	1.836197
150	-91.01198	-253.5388	162.5268	0.5933521	1.862779
156	-91.34588	-254.4738	163.1279	0.5213913	1.484802
162	-86.9683	-250.406	163.4377	0.6863042	1.095349
168	-93.70074	-257.3625	163.6618	0.4151978	1.137937
174	-79.11631	-242.4369	163.3206	0.6059902	1.266745
180	-77.6913	-239.8046	162.1133	0.5835982	2.14491
186	-84.96209	-247.6062	162.6441	0.05278476	2.14491
192	-83.48773	-246.3399	162.8522	0.1451842	1.946047
198	-83.08244	-245.4194	162.337	0.3811168	2.131088
204	-88.81982	-250.9861	162.1663	0.2046701	2.354513
210	-86.14778	-249.2549	163.1071	0.3628096	1.617214
216	-82.72276	-246.0298	163.307	0.5606197	1.314852
